STATE,DISTRICTS,TYPE,TESTED,RECOVERED,POPULATION,VACCINATED2,VACCINATED1,CONFIRMED ,DECEASED
AN,Nicobars,delta7,0,0,0,811,62,0,0
AN,Nicobars,meta,0,0,36842,0,0,0,0
AN,Nicobars,total,0,0,0,20313,25394,0,0
AN,North and Middle Andaman,delta,0,0,0,8,0,0,0
AN,North and Middle Andaman,delta7,0,0,0,1839,90,0,0
AN,North and Middle Andaman,meta,0,0,105597,0,0,0,0
AN,North and Middle Andaman,total,0,0,0,59522,78945,0,0
AN,South Andaman,delta,0,0,0,28,3,0,0
AN,South Andaman,delta7,0,0,0,8012,732,0,0
AN,South Andaman,meta,0,0,238142,0,0,0,0
AN,South Andaman,total,0,0,0,120322,189662,0,0
AP,Anantapur,delta,0,5,0,5370,4575,4,0
AP,Anantapur,delta7,0,58,0,140903,92803,38,0
AP,Anantapur,meta,0,0,4083315,0,0,0,0
AP,Anantapur,total,787085,156699,0,1611476,2690082,157843,1093
AP,Chittoor,delta,0,87,0,1306,878,64,1
AP,Chittoor,delta7,0,629,0,119541,63824,516,6
AP,Chittoor,meta,0,0,4170468,0,0,0,0
AP,Chittoor,total,780322,244144,0,1807873,2832987,246935,1947
AP,East Godavari,delta,0,121,0,237,41,87,0
AP,East Godavari,delta7,0,520,0,223236,36973,604,0
AP,East Godavari,meta,0,0,5151549,0,0,0,0
AP,East Godavari,total,944746,291610,0,1990578,3532220,293836,1290
AP,Foreign Evacuees,total,0,434,0,0,0,434,0
AP,Guntur,delta,0,198,0,1248,1119,33,0
AP,Guntur,delta7,0,619,0,156818,285377,272,4
AP,Guntur,meta,0,0,4889230,0,0,0,0
AP,Guntur,total,833823,176629,0,1891773,3440118,178068,1237
AP,Krishna,delta,0,71,0,337,51,46,1
AP,Krishna,delta7,0,467,0,230788,75352,422,9
AP,Krishna,meta,0,0,4529009,0,0,0,0
AP,Krishna,total,782232,117130,0,1914927,2971604,119348,1430
AP,Kurnool,delta,0,3,0,1538,4716,6,0
AP,Kurnool,delta7,0,26,0,73119,178620,25,0
AP,Kurnool,meta,0,0,4046601,0,0,0,0
AP,Kurnool,total,867361,123264,0,1290419,2672759,124142,853
AP,Other State,total,0,2461,0,0,0,2461,0
AP,Prakasam,delta,0,37,0,5872,3292,6,0
AP,Prakasam,delta7,0,290,0,130213,137338,103,3
AP,Prakasam,meta,0,0,3392764,0,0,0,0
AP,Prakasam,total,697340,136989,0,1521177,2321031,138482,1124
AP,Srikakulam,delta,0,20,0,6,2,19,0
AP,Srikakulam,delta7,0,72,0,129575,18883,132,0
AP,Srikakulam,meta,0,0,2699471,0,0,0,0
AP,Srikakulam,total,670899,122136,0,974734,1630248,123109,786
AP,Visakhapatnam,delta,0,30,0,2311,1309,27,0
AP,Visakhapatnam,delta7,0,227,0,207340,65301,237,1
AP,Visakhapatnam,meta,0,0,4288113,0,0,0,0
AP,Visakhapatnam,total,744983,156492,0,1864960,2999432,157737,1127
AP,Vizianagaram,delta,0,11,0,1855,601,7,1
AP,Vizianagaram,delta7,0,38,0,123576,44847,53,1
AP,Vizianagaram,meta,0,0,2342868,0,0,0,0
AP,Vizianagaram,total,531433,82231,0,996097,1393491,82967,672
AP,West Godavari,delta,0,44,0,1884,878,40,0
AP,West Godavari,delta7,0,246,0,146562,61021,234,4
AP,West Godavari,meta,0,0,3934782,0,0,0,0
AP,West Godavari,total,793098,177680,0,1778807,2525317,179077,1117
AR,Anjaw,delta7,0,0,0,452,45,0,0
AR,Anjaw,meta,0,0,21089,0,0,0,0
AR,Anjaw,total,2845,1065,0,7957,11695,1068,3
AR,Capital Complex,total,115210,0,0,0,0,0,0
AR,Changlang,delta,0,1,0,0,0,0,0
AR,Changlang,delta7,0,3,0,3803,298,3,0
AR,Changlang,meta,0,0,147951,0,0,0,0
AR,Changlang,total,23861,3780,0,55361,88857,3807,22
AR,East Kameng,delta,0,0,0,1,0,0,0
AR,East Kameng,delta7,0,0,0,409,76,0,0
AR,East Kameng,meta,0,0,78413,0,0,0,0
AR,East Kameng,total,7489,1094,0,15646,22931,1094,0
AR,East Siang,delta,0,5,0,0,0,0,0
AR,East Siang,delta7,0,10,0,2013,365,9,0
AR,East Siang,meta,0,0,99019,0,0,0,0
AR,East Siang,total,21867,3183,0,39434,54001,3206,17
AR,Kamle,delta7,0,0,0,185,36,0,0
AR,Kamle,meta,0,0,22256,0,0,0,0
AR,Kamle,total,1385,512,0,3874,6946,512,0
AR,Kra Daadi,delta7,0,0,0,23,5,0,0
AR,Kra Daadi,total,3218,270,0,3272,6275,270,0
AR,Kurung Kumey,delta7,0,0,0,255,27,0,0
AR,Kurung Kumey,meta,0,0,89717,0,0,0,0
AR,Kurung Kumey,total,4201,510,0,5601,9121,511,1
AR,Lepa Rada,delta,0,0,0,54,6,0,0
AR,Lepa Rada,delta7,0,1,0,307,40,0,0
AR,Lepa Rada,total,6747,871,0,10176,13328,874,3
AR,Lohit,delta7,0,3,0,1494,221,9,0
AR,Lohit,meta,0,0,145538,0,0,0,0
AR,Lohit,total,14945,2851,0,22003,31120,2885,26
AR,Longding,delta7,0,0,0,356,46,1,0
AR,Longding,meta,0,0,60000,0,0,0,0
AR,Longding,total,10342,749,0,7826,19259,752,2
AR,Lower Dibang Valley,delta,0,0,0,1,19,0,0
AR,Lower Dibang Valley,delta7,0,3,0,931,171,14,0
AR,Lower Dibang Valley,meta,0,0,53986,0,0,0,0
AR,Lower Dibang Valley,total,12169,2397,0,22089,32639,2426,11
AR,Lower Siang,delta7,0,0,0,317,37,0,0
AR,Lower Siang,meta,0,0,80597,0,0,0,0
AR,Lower Siang,total,7070,730,0,9990,16565,738,8
AR,Lower Subansiri,delta,0,0,0,36,2,0,0
AR,Lower Subansiri,delta7,0,2,0,767,85,5,0
AR,Lower Subansiri,meta,0,0,82839,0,0,0,0
AR,Lower Subansiri,total,10564,3015,0,18827,26916,3036,15
AR,Namsai,delta7,0,16,0,2436,209,4,0
AR,Namsai,meta,0,0,95950,0,0,0,0
AR,Namsai,total,19987,2102,0,47104,63539,2124,17
AR,Pakke Kessang,delta,0,0,0,14,0,0,0
AR,Pakke Kessang,delta7,0,0,0,262,25,0,0
AR,Pakke Kessang,total,3327,453,0,4998,8004,453,0
AR,Papum Pare,delta,0,1,0,0,0,1,0
AR,Papum Pare,delta7,0,12,0,3799,1055,7,0
AR,Papum Pare,meta,0,0,176385,0,0,0,0
AR,Papum Pare,total,41960,18212,0,100258,141168,18316,98
AR,Shi Yomi,delta7,0,10,0,153,2,1,0
AR,Shi Yomi,meta,0,0,13310,0,0,0,0
AR,Shi Yomi,total,2169,261,0,5663,6910,262,0
AR,Siang,delta7,0,0,0,197,40,0,0
AR,Siang,meta,0,0,31920,0,0,0,0
AR,Siang,total,4270,408,0,9068,14408,411,3
AR,Tawang,delta7,0,8,0,759,91,12,0
AR,Tawang,meta,0,0,49950,0,0,0,0
AR,Tawang,total,14224,2533,0,23287,29553,2577,20
AR,Tirap,delta7,0,2,0,631,35,0,0
AR,Tirap,meta,0,0,111997,0,0,0,0
AR,Tirap,total,14657,1102,0,21200,31565,1109,5
AR,Upper Dibang Valley,delta7,0,1,0,11,3,0,0
AR,Upper Dibang Valley,meta,0,0,7948,0,0,0,0
AR,Upper Dibang Valley,total,1910,335,0,2603,4156,337,2
AR,Upper Siang,delta7,0,2,0,411,38,0,0
AR,Upper Siang,meta,0,0,35289,0,0,0,0
AR,Upper Siang,total,6564,1015,0,13671,18594,1016,1
AR,Upper Subansiri,delta7,0,0,0,1122,93,0,0
AR,Upper Subansiri,meta,0,0,83205,0,0,0,0
AR,Upper Subansiri,total,6217,1952,0,16390,24842,1958,6
AR,West Kameng,delta,0,7,0,89,15,0,0
AR,West Kameng,delta7,0,21,0,1914,206,1,0
AR,West Kameng,meta,0,0,87013,0,0,0,0
AR,West Kameng,total,28155,3518,0,40321,55710,3545,14
AR,West Siang,delta,0,-5,0,0,0,0,0
AR,West Siang,delta7,0,3,0,640,63,0,0
AR,West Siang,meta,0,0,112272,0,0,0,0
AR,West Siang,total,13192,1856,0,27867,33773,1868,6
AS,Baksa,delta,0,0,0,172,39,0,0
AS,Baksa,delta7,0,0,0,15169,2992,0,0
AS,Baksa,meta,0,0,953773,0,0,0,0
AS,Baksa,total,0,0,0,136574,553967,0,0
AS,Barpeta,delta,0,0,0,1035,369,0,0
AS,Barpeta,delta7,0,0,0,48544,10495,0,0
AS,Barpeta,meta,0,0,1693190,0,0,0,0
AS,Barpeta,total,0,0,0,448006,1095048,0,0
AS,Biswanath,delta,0,0,0,1655,507,0,0
AS,Biswanath,delta7,0,0,0,35727,5661,0,0
AS,Biswanath,meta,0,0,612491,0,0,0,0
AS,Biswanath,total,0,0,0,213437,456088,0,0
AS,Bongaigaon,delta,0,0,0,1287,85,0,0
AS,Bongaigaon,delta7,0,0,0,18356,2784,0,0
AS,Bongaigaon,meta,0,0,732639,0,0,0,0
AS,Bongaigaon,total,0,0,0,183782,493242,0,0
AS,Cachar,delta,0,0,0,966,2149,0,0
AS,Cachar,delta7,0,0,0,21591,26826,0,0
AS,Cachar,meta,0,0,1736319,0,0,0,0
AS,Cachar,total,0,0,0,402535,1101266,0,0
AS,Charaideo,delta,0,0,0,26,3,0,0
AS,Charaideo,delta7,0,0,0,16868,1853,0,0
AS,Charaideo,total,0,0,0,111219,309125,0,0
AS,Chirang,delta,0,0,0,89,22,0,0
AS,Chirang,delta7,0,0,0,9573,2488,0,0
AS,Chirang,meta,0,0,481818,0,0,0,0
AS,Chirang,total,0,0,0,102397,288696,0,0
AS,Darrang,delta,0,0,0,270,365,0,0
AS,Darrang,delta7,0,0,0,21800,17453,0,0
AS,Darrang,meta,0,0,908090,0,0,0,0
AS,Darrang,total,0,0,0,183724,596783,0,0
AS,Dhemaji,delta,0,0,0,47,55,0,0
AS,Dhemaji,delta7,0,0,0,15318,3423,0,0
AS,Dhemaji,meta,0,0,688077,0,0,0,0
AS,Dhemaji,total,0,0,0,184251,431792,0,0
AS,Dhubri,delta,0,0,0,1906,1042,0,0
AS,Dhubri,delta7,0,0,0,25644,12450,0,0
AS,Dhubri,meta,0,0,1948632,0,0,0,0
AS,Dhubri,total,0,0,0,229696,945264,0,0
AS,Dibrugarh,delta,0,0,0,4007,699,0,0
AS,Dibrugarh,delta7,0,0,0,38695,8869,0,0
AS,Dibrugarh,meta,0,0,1327748,0,0,0,0
AS,Dibrugarh,total,301657,0,0,430800,914640,0,0
AS,Dima Hasao,delta,0,0,0,59,160,0,0
AS,Dima Hasao,delta7,0,0,0,3737,2532,0,0
AS,Dima Hasao,meta,0,0,213529,0,0,0,0
AS,Dima Hasao,total,0,0,0,62593,116318,0,0
AS,Goalpara,delta,0,0,0,81,47,0,0
AS,Goalpara,delta7,0,0,0,30725,4013,0,0
AS,Goalpara,meta,0,0,1008959,0,0,0,0
AS,Goalpara,total,0,0,0,195521,662016,0,0
AS,Golaghat,delta,0,0,0,2676,504,0,0
AS,Golaghat,delta7,0,0,0,51417,6525,0,0
AS,Golaghat,meta,0,0,1058674,0,0,0,0
AS,Golaghat,total,0,0,0,306745,711564,0,0
AS,Hailakandi,delta,0,0,0,705,88,0,0
AS,Hailakandi,delta7,0,0,0,11247,1724,0,0
AS,Hailakandi,meta,0,0,659260,0,0,0,0
AS,Hailakandi,total,0,0,0,146888,422295,0,0
AS,Hojai,delta,0,0,0,2979,512,0,0
AS,Hojai,delta7,0,0,0,36724,6217,0,0
AS,Hojai,meta,0,0,931218,0,0,0,0
AS,Hojai,total,0,0,0,274035,602504,0,0
AS,Jorhat,delta,0,0,0,2154,225,0,0
AS,Jorhat,delta7,0,0,0,39677,3383,0,0
AS,Jorhat,meta,0,0,1091295,0,0,0,0
AS,Jorhat,total,0,0,0,297724,649267,0,0
AS,Kamrup,delta,0,0,0,253,231,0,0
AS,Kamrup,delta7,0,0,0,45828,10451,0,0
AS,Kamrup,meta,0,0,1517202,0,0,0,0
AS,Kamrup,total,0,0,0,409628,1079092,0,0
AS,Kamrup Metropolitan,delta,0,0,0,1713,359,0,0
AS,Kamrup Metropolitan,delta7,0,0,0,38155,6625,0,0
AS,Kamrup Metropolitan,meta,0,0,1260419,0,0,0,0
AS,Kamrup Metropolitan,total,0,0,0,875897,1246239,0,0
AS,Karbi Anglong,delta,0,0,0,280,342,0,0
AS,Karbi Anglong,delta7,0,0,0,12778,13744,0,0
AS,Karbi Anglong,meta,0,0,965280,0,0,0,0
AS,Karbi Anglong,total,0,0,0,102798,284600,0,0
AS,Karimganj,delta,0,0,0,1382,331,0,0
AS,Karimganj,delta7,0,0,0,20659,5088,0,0
AS,Karimganj,meta,0,0,1217002,0,0,0,0
AS,Karimganj,total,0,0,0,203575,681216,0,0
AS,Kokrajhar,delta,0,0,0,823,162,0,0
AS,Kokrajhar,delta7,0,0,0,19711,3935,0,0
AS,Kokrajhar,meta,0,0,886999,0,0,0,0
AS,Kokrajhar,total,0,0,0,156488,538901,0,0
AS,Lakhimpur,delta,0,0,0,1555,148,0,0
AS,Lakhimpur,delta7,0,0,0,42164,5870,0,0
AS,Lakhimpur,meta,0,0,1040644,0,0,0,0
AS,Lakhimpur,total,0,0,0,301369,681386,0,0
AS,Majuli,delta,0,0,0,166,36,0,0
AS,Majuli,delta7,0,0,0,7176,1524,0,0
AS,Majuli,meta,0,0,167304,0,0,0,0
AS,Majuli,total,0,0,0,82507,117599,0,0
AS,Morigaon,delta,0,0,0,482,264,0,0
AS,Morigaon,delta7,0,0,0,27861,5298,0,0
AS,Morigaon,meta,0,0,957853,0,0,0,0
AS,Morigaon,total,0,0,0,212146,592446,0,0
AS,Nagaon,delta,0,0,0,1481,758,0,0
AS,Nagaon,delta7,0,0,0,36734,16396,0,0
AS,Nagaon,meta,0,0,2826006,0,0,0,0
AS,Nagaon,total,0,0,0,448081,1203831,0,0
AS,Nalbari,delta,0,0,0,1492,388,0,0
AS,Nalbari,delta7,0,0,0,25411,6785,0,0
AS,Nalbari,meta,0,0,769919,0,0,0,0
AS,Nalbari,total,0,0,0,168392,483076,0,0
AS,Sivasagar,delta,0,0,0,714,46,0,0
AS,Sivasagar,delta7,0,0,0,23104,1946,0,0
AS,Sivasagar,meta,0,0,1150253,0,0,0,0
AS,Sivasagar,total,0,0,0,223921,478954,0,0
AS,Sonitpur,delta,0,0,0,2664,448,0,0
AS,Sonitpur,delta7,0,0,0,48290,8341,0,0
AS,Sonitpur,meta,0,0,1925975,0,0,0,0
AS,Sonitpur,total,0,0,0,434213,767841,0,0
AS,South Salmara Mankachar,delta,0,0,0,1288,260,0,0
AS,South Salmara Mankachar,delta7,0,0,0,15304,1978,0,0
AS,South Salmara Mankachar,meta,0,0,555114,0,0,0,0
AS,South Salmara Mankachar,total,0,0,0,76599,239906,0,0
AS,Tinsukia,delta,0,0,0,1679,6637,0,0
AS,Tinsukia,delta7,0,0,0,22410,45002,0,0
AS,Tinsukia,meta,0,0,1316948,0,0,0,0
AS,Tinsukia,total,0,0,0,286170,795057,0,0
AS,Udalguri,delta,0,0,0,1396,1935,0,0
AS,Udalguri,delta7,0,0,0,19343,17371,0,0
AS,Udalguri,meta,0,0,832769,0,0,0,0
AS,Udalguri,total,24661,0,0,133919,504439,0,0
AS,West Karbi Anglong,delta,0,0,0,147,312,0,0
AS,West Karbi Anglong,delta7,0,0,0,4186,4593,0,0
AS,West Karbi Anglong,meta,0,0,300320,0,0,0,0
AS,West Karbi Anglong,total,0,0,0,42942,127612,0,0
BR,Araria,delta,0,0,0,3067,5177,0,0
BR,Araria,delta7,0,0,0,69085,51331,2,0
BR,Araria,meta,0,0,2806200,0,0,0,0
BR,Araria,total,219221,14859,0,395227,1177154,14978,116
BR,Arwal,delta,0,0,0,1360,262,0,0
BR,Arwal,delta7,0,0,0,17125,4059,0,0
BR,Arwal,meta,0,0,700843,0,0,0,0
BR,Arwal,total,101624,7307,0,116424,345175,7381,74
BR,Aurangabad,delta,0,0,0,2657,1264,0,0
BR,Aurangabad,delta7,0,0,0,56431,25561,0,0
BR,Aurangabad,meta,0,0,2511243,0,0,0,0
BR,Aurangabad,total,412007,19936,0,407913,1132482,20011,75
BR,Banka,delta,0,0,0,3138,2635,0,0
BR,Banka,delta7,0,0,0,34077,24239,0,0
BR,Banka,meta,0,0,2029339,0,0,0,0
BR,Banka,total,364776,7267,0,351254,935177,7379,112
BR,Begusarai,delta,0,1,0,2774,1906,0,0
BR,Begusarai,delta7,0,7,0,65735,33903,2,0
BR,Begusarai,meta,0,0,2954367,0,0,0,0
BR,Begusarai,total,213670,26754,0,480982,1430906,27212,457
BR,Bhagalpur,delta,0,1,0,3458,2122,0,0
BR,Bhagalpur,delta7,0,1,0,78088,49875,1,0
BR,Bhagalpur,meta,0,0,3032226,0,0,0,0
BR,Bhagalpur,total,582113,25531,0,650332,1494951,25840,309
BR,Bhojpur,delta,0,0,0,4879,3232,0,0
BR,Bhojpur,delta7,0,0,0,53006,31626,0,0
BR,Bhojpur,meta,0,0,2720155,0,0,0,0
BR,Bhojpur,total,466438,10051,0,382719,1291186,10210,159
BR,Buxar,delta,0,0,0,2516,1083,0,0
BR,Buxar,delta7,0,0,0,38792,14794,0,0
BR,Buxar,meta,0,0,1707643,0,0,0,0
BR,Buxar,total,461428,9066,0,322555,907374,9248,182
BR,Darbhanga,delta,0,0,0,5306,2858,0,0
BR,Darbhanga,delta7,0,1,0,82276,39165,0,0
BR,Darbhanga,meta,0,0,3921971,0,0,0,0
BR,Darbhanga,total,448442,10567,0,741553,1869372,10937,370
BR,East Champaran,delta,0,0,0,8014,2434,0,0
BR,East Champaran,delta7,0,0,0,84760,29316,2,0
BR,East Champaran,meta,0,0,5082868,0,0,0,0
BR,East Champaran,total,548132,18585,0,1002939,2498559,19017,430
BR,Gaya,delta,0,0,0,1689,1708,0,0
BR,Gaya,delta7,0,1,0,82490,72504,0,0
BR,Gaya,meta,0,0,4379383,0,0,0,0
BR,Gaya,total,872359,33672,0,722746,1925234,33952,280
BR,Gopalganj,delta,0,0,0,8468,5308,0,0
BR,Gopalganj,delta7,0,1,0,70093,31750,0,0
BR,Gopalganj,meta,0,0,2558037,0,0,0,0
BR,Gopalganj,total,562654,16591,0,481968,1286763,16685,94
BR,Jamui,delta,0,0,0,1416,1435,0,0
BR,Jamui,delta7,0,1,0,24005,24440,0,0
BR,Jamui,meta,0,0,1756078,0,0,0,0
BR,Jamui,total,342005,9312,0,222093,800488,9418,106
BR,Jehanabad,delta,0,0,0,1617,498,0,0
BR,Jehanabad,delta7,0,0,0,27200,12986,0,0
BR,Jehanabad,meta,0,0,1124176,0,0,0,0
BR,Jehanabad,total,492255,10674,0,184446,498448,10783,109
BR,Kaimur,delta,0,0,0,2183,1067,0,0
BR,Kaimur,delta7,0,0,0,28681,19996,0,0
BR,Kaimur,meta,0,0,1626900,0,0,0,0
BR,Kaimur,total,442332,4837,0,225437,801438,4984,147
BR,Katihar,delta,0,0,0,2966,2680,0,0
BR,Katihar,delta7,0,1,0,75733,53448,0,0
BR,Katihar,meta,0,0,3068149,0,0,0,0
BR,Katihar,total,556438,18051,0,403046,1451838,18145,94
BR,Khagaria,delta,0,0,0,2118,881,0,0
BR,Khagaria,delta7,0,0,0,32372,15402,0,0
BR,Khagaria,meta,0,0,1657599,0,0,0,0
BR,Khagaria,total,148340,9976,0,222012,775019,10064,88
BR,Kishanganj,delta,0,1,0,1445,1997,3,0
BR,Kishanganj,delta7,0,2,0,25592,24597,4,0
BR,Kishanganj,meta,0,0,1690948,0,0,0,0
BR,Kishanganj,total,294321,10057,0,205274,757066,10128,66
BR,Lakhisarai,delta,0,0,0,1005,595,0,0
BR,Lakhisarai,delta7,0,0,0,16437,8894,0,0
BR,Lakhisarai,meta,0,0,1000717,0,0,0,0
BR,Lakhisarai,total,332434,7674,0,138407,461970,7776,102
BR,Madhepura,delta,0,0,0,4459,2700,0,0
BR,Madhepura,delta7,0,0,0,43563,28832,1,0
BR,Madhepura,meta,0,0,1994618,0,0,0,0
BR,Madhepura,total,455482,12435,0,260408,965767,12547,111
BR,Madhubani,delta,0,0,0,6686,2735,2,0
BR,Madhubani,delta7,0,0,0,69785,28535,3,0
BR,Madhubani,meta,0,0,4476044,0,0,0,0
BR,Madhubani,total,715168,18023,0,680214,1974159,18365,339
BR,Munger,delta,0,0,0,2867,851,0,0
BR,Munger,delta7,0,1,0,33005,7445,0,0
BR,Munger,meta,0,0,1359054,0,0,0,0
BR,Munger,total,325212,14953,0,264665,707588,15111,158
BR,Muzaffarpur,delta,0,0,0,7023,3545,0,0
BR,Muzaffarpur,delta7,0,1,0,80513,40686,0,0
BR,Muzaffarpur,meta,0,0,4778610,0,0,0,0
BR,Muzaffarpur,total,722651,30777,0,717015,2253919,31398,621
BR,Nalanda,delta,0,0,0,1826,2168,0,0
BR,Nalanda,delta7,0,0,0,66091,36716,0,0
BR,Nalanda,meta,0,0,2872523,0,0,0,0
BR,Nalanda,total,591346,22964,0,638181,1393762,23432,468
BR,Nawada,delta,0,0,0,4338,4176,0,0
BR,Nawada,delta7,0,0,0,35295,46619,1,0
BR,Nawada,meta,0,0,2216653,0,0,0,0
BR,Nawada,total,322514,10174,0,274319,1062349,10353,178
BR,Patna,delta,0,3,0,2024,737,2,0
BR,Patna,delta7,0,8,0,159875,35436,14,0
BR,Patna,meta,0,0,5772804,0,0,0,0
BR,Patna,total,676238,144651,0,2366474,3421614,147007,2334
BR,Purnia,delta,0,0,0,1959,2821,0,0
BR,Purnia,delta7,0,0,0,74531,61212,0,0
BR,Purnia,meta,0,0,3273127,0,0,0,0
BR,Purnia,total,568756,24247,0,729224,1603099,24427,180
BR,Rohtas,delta,0,0,0,4149,4911,0,0
BR,Rohtas,delta7,0,0,0,59698,40918,2,0
BR,Rohtas,meta,0,0,2962593,0,0,0,0
BR,Rohtas,total,521553,13707,0,465660,1498172,13980,271
BR,Saharsa,delta,0,0,0,18126,28493,0,0
BR,Saharsa,delta7,0,0,0,80718,106392,0,0
BR,Saharsa,meta,0,0,1897102,0,0,0,0
BR,Saharsa,total,356327,17482,0,366567,995618,17616,134
BR,Samastipur,delta,0,1,0,5157,3216,1,0
BR,Samastipur,delta7,0,2,0,64119,48167,2,0
BR,Samastipur,meta,0,0,4254782,0,0,0,0
BR,Samastipur,total,614569,19864,0,555728,1991102,20020,155
BR,Saran,delta,0,2,0,6693,4149,0,0
BR,Saran,delta7,0,2,0,82407,41734,5,0
BR,Saran,meta,0,0,3943098,0,0,0,0
BR,Saran,total,761473,23020,0,736766,1868014,23278,255
BR,Sheikhpura,delta,0,0,0,788,345,0,0
BR,Sheikhpura,delta7,0,0,0,10739,4942,0,0
BR,Sheikhpura,meta,0,0,634927,0,0,0,0
BR,Sheikhpura,total,142348,7618,0,95322,287209,7693,75
BR,Sheohar,delta,0,0,0,1629,666,0,0
BR,Sheohar,delta7,0,2,0,7111,2946,0,0
BR,Sheohar,meta,0,0,656916,0,0,0,0
BR,Sheohar,total,199431,4368,0,108766,300967,4404,36
BR,Sitamarhi,delta,0,0,0,5476,3873,0,0
BR,Sitamarhi,delta7,0,0,0,60677,43474,0,0
BR,Sitamarhi,meta,0,0,3419622,0,0,0,0
BR,Sitamarhi,total,453227,9058,0,424182,1511464,9185,127
BR,Siwan,delta,0,0,0,4030,1163,0,0
BR,Siwan,delta7,0,0,0,69069,18385,0,0
BR,Siwan,meta,0,0,3318176,0,0,0,0
BR,Siwan,total,536438,15025,0,684755,1670590,15195,170
BR,Supaul,delta,0,0,0,5131,3029,0,0
BR,Supaul,delta7,0,0,0,71754,35486,0,0
BR,Supaul,meta,0,0,2228397,0,0,0,0
BR,Supaul,total,456511,17093,0,369925,1069993,17222,129
BR,Vaishali,delta,0,0,0,2621,1522,0,0
BR,Vaishali,delta7,0,0,0,59038,45426,1,0
BR,Vaishali,meta,0,0,3495021,0,0,0,0
BR,Vaishali,total,275884,19632,0,478638,1671469,19827,192
BR,West Champaran,delta,0,0,0,6316,7525,0,0
BR,West Champaran,delta7,0,0,0,52019,42709,0,0
BR,West Champaran,meta,0,0,3935042,0,0,0,0
BR,West Champaran,total,551778,20532,0,469332,1784016,20890,358
CH,Chandigarh,delta,1403,3,0,1282,211,5,0
CH,Chandigarh,delta7,10726,20,0,21641,3680,28,0
CH,Chandigarh,meta,0,0,1055450,0,0,0,0
CH,Chandigarh,total,792851,64495,0,546981,926035,65351,820
CT,Balod,delta,0,0,0,762,523,0,0
CT,Balod,delta7,0,1,0,9451,5983,2,0
CT,Balod,meta,0,0,826165,0,0,0,0
CT,Balod,total,2749,26880,0,271570,537459,27278,396
CT,Baloda Bazar,delta,0,1,0,605,953,0,0
CT,Baloda Bazar,delta7,0,3,0,17419,25353,0,0
CT,Baloda Bazar,meta,0,0,1305343,0,0,0,0
CT,Baloda Bazar,total,3816,42611,0,211945,617777,43085,471
CT,Balrampur,delta,0,0,0,725,1654,0,0
CT,Balrampur,delta7,0,0,0,17709,21912,0,0
CT,Balrampur,meta,0,0,598855,0,0,0,0
CT,Balrampur,total,21481,20182,0,112777,305554,20302,118
CT,Bametara,delta,0,0,0,25,25,1,0
CT,Bametara,delta7,0,0,0,7690,14367,1,0
CT,Bametara,meta,0,0,197035,0,0,0,0
CT,Bametara,total,3113,19726,0,132925,405388,19963,236
CT,Bastar,delta,0,2,0,129,82,2,0
CT,Bastar,delta7,0,2,0,9616,10696,24,0
CT,Bastar,meta,0,0,1302253,0,0,0,0
CT,Bastar,total,4522,20845,0,178775,443759,21066,188
CT,Bijapur,delta,0,1,0,56,47,3,0
CT,Bijapur,delta7,0,3,0,913,1251,5,0
CT,Bijapur,meta,0,0,229832,0,0,0,0
CT,Bijapur,total,1239,8263,0,44245,103247,8324,55
CT,Bilaspur,delta,0,3,0,9113,2404,1,0
CT,Bilaspur,delta7,0,8,0,50320,18318,17,2
CT,Bilaspur,meta,0,0,1961922,0,0,0,0
CT,Bilaspur,total,9823,64448,0,525066,1031494,65681,1210
CT,Dakshin Bastar Dantewada,delta,0,0,0,1299,143,1,0
CT,Dakshin Bastar Dantewada,delta7,0,2,0,5410,2225,6,0
CT,Dakshin Bastar Dantewada,meta,0,0,533638,0,0,0,0
CT,Dakshin Bastar Dantewada,total,1168,10809,0,80855,158243,10840,25
CT,Dhamtari,delta,0,2,0,18,1,0,0
CT,Dhamtari,delta7,0,2,0,7319,6188,2,0
CT,Dhamtari,meta,0,0,799199,0,0,0,0
CT,Dhamtari,total,1501,26690,0,224591,509782,27239,545
CT,Durg,delta,0,6,0,908,468,4,0
CT,Durg,delta7,0,18,0,22719,17012,26,1
CT,Durg,meta,0,0,3343079,0,0,0,0
CT,Durg,total,5020,95028,0,525445,1012391,96880,1798
CT,Gariaband,delta,0,0,0,153,440,0,0
CT,Gariaband,delta7,0,0,0,5872,9982,1,0
CT,Gariaband,meta,0,0,597653,0,0,0,0
CT,Gariaband,total,2096,19506,0,99137,293987,19701,194
CT,Gaurela Pendra Marwahi,delta,0,0,0,297,257,1,0
CT,Gaurela Pendra Marwahi,delta7,0,0,0,4587,4045,1,0
CT,Gaurela Pendra Marwahi,total,273,11864,0,79788,189474,12011,146
CT,Janjgir Champa,delta,0,4,0,1341,1722,2,0
CT,Janjgir Champa,delta7,0,8,0,30991,45568,19,1
CT,Janjgir Champa,meta,0,0,1620632,0,0,0,0
CT,Janjgir Champa,total,4016,56766,0,317605,896087,57636,838
CT,Jashpur,delta,0,3,0,383,187,0,0
CT,Jashpur,delta7,0,6,0,13098,10933,10,0
CT,Jashpur,meta,0,0,852043,0,0,0,0
CT,Jashpur,total,2542,26867,0,182747,435884,27093,212
CT,Kabeerdham,delta,0,0,0,1288,1128,0,0
CT,Kabeerdham,delta7,0,0,0,17876,17511,1,0
